Son SubClassOf Child and Father and Female and GrandMother and Person and Thing, True
Son SubClassOf Brother, True
Son SubClassOf Brother and Child and Father and Female and GrandMother and Person and Thing, True
Son SubClassOf Parent, True
Son SubClassOf Brother and Child and Father and Female and GrandMother and Parent and Person and Thing, True
Son SubClassOf Daughter, True
Son SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and Parent and Person and Thing, True
Son SubClassOf Man, True
Son SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and Man and Parent and Person and Thing, True
Son SubClassOf Mother, True
Son SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and Man and Mother and Parent and Person and Thing, True
Son SubClassOf GrandParent, True
Son SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Man and Mother and Parent and Person and Thing, True
Son SubClassOf Sex, True
Son SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Man and Mother and Parent and Person and Sex and Thing, True
Son SubClassOf Sister, True
Son SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Man and Mother and Parent and Person and Sex and Sister and Thing, True
Son SubClassOf OffSpring, True
Son SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Man and Mother and OffSpring and Parent and Person and Sex and Sister and Thing, True
Son SubClassOf Woman, True
Son SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Man and Mother and OffSpring and Parent and Person and Sex and Sister and Woman and Thing, True
Son SubClassOf Male, True
Son SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sister and Woman and Thing, True
Son SubClassOf Sibling, True
Son SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Woman and Thing, True
Son SubClassOf GrandFather, True
Son SubClassOf Brother and Child and Daughter and Father and Female and GrandFather and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Woman and Thing, True
Parent SubClassOf hasChild some Male, True
Parent SubClassOf GrandMother, True
Parent SubClassOf Thing, True
Parent SubClassOf GrandMother and Thing, True
Parent SubClassOf Son, True
Parent SubClassOf GrandMother and Son and Thing, True
Parent SubClassOf Female, True
Parent SubClassOf Female and GrandMother and Son and Thing, True
Parent SubClassOf Father, True
Parent SubClassOf Father and Female and GrandMother and Son and Thing, True
Parent SubClassOf Child, True
Parent SubClassOf Child and Father and Female and GrandMother and Son and Thing, True
Parent SubClassOf Person, True
Parent SubClassOf Child and Father and Female and GrandMother and Person and Son and Thing, True\n
Parent SubClassOf Brother, True
Parent SubClassOf Brother and Child and Father and Female and GrandMother and Person and Son and Thing, True
Parent SubClassOf Daughter, False
Parent SubClassOf Man, True
Parent SubClassOf Brother and Child and Father and Female and GrandMother and Man and Person and Son and Thing, True
Parent SubClassOf Mother, True
Parent SubClassOf Brother and Child and Father and Female and GrandMother and Man and Mother and Person and Son and Thing, True
Parent SubClassOf GrandParent, True
Parent SubClassOf Brother and Child and Father and Female and GrandMother and GrandParent and Man and Mother and Person and Son and Thing, True
Parent SubClassOf Sex, True
Parent SubClassOf Brother and Child and Father and Female and GrandMother and GrandParent and Man and Mother and Person and Sex and Son and Thing, True
Parent SubClassOf Sister, True
Parent SubClassOf Brother and Child and Father and Female and GrandMother and GrandParent and Man and Mother and Person and Sex and Sister and Son and Thing, True
Parent SubClassOf OffSpring, True
Parent SubClassOf Brother and Child and Father and Female and GrandMother and GrandParent and Man and Mother and OffSpring and Person and Sex and Sister and Son and Thing, True
Parent SubClassOf Woman, True
Parent SubClassOf Brother and Child and Father and Female and GrandMother and GrandParent and Man and Mother and OffSpring and Person and Sex and Sister and Son and Woman and Thing, True
Parent SubClassOf Male, True
Parent SubClassOf Brother and Child and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Person and Sex and Sister and Son and Woman and Thing, True
Parent SubClassOf Sibling, False
Parent SubClassOf GrandFather, True
Parent SubClassOf Brother and Child and Father and Female and GrandFather and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Person and Sex and Sister and Son and Woman and Thing, True
Female and GrandMother SubClassOf Daughter, False
GrandFather SubClassOf Daughter, False
Father and Mother SubClassOf Male, False
Daughter and OffSpring SubClassOf Father, True
Daughter and OffSpring SubClassOf GrandMother, False
Daughter and OffSpring SubClassOf Son, True
OffSpring SubClassOf Son, True
OffSpring SubClassOf GrandMother, False
OffSpring SubClassOf Thing, True
OffSpring SubClassOf Son and Thing, True
OffSpring SubClassOf Female, True
OffSpring SubClassOf Female and Son and Thing, True
OffSpring SubClassOf Father, True
OffSpring SubClassOf Father and Female and Son and Thing, True
OffSpring SubClassOf Child, True
OffSpring SubClassOf Child and Father and Female and Son and Thing, True
OffSpring SubClassOf Person, True
OffSpring SubClassOf Child and Father and Female and Person and Son and Thing, True
OffSpring SubClassOf Brother, True
OffSpring SubClassOf Brother and Child and Father and Female and Person and Son and Thing, True
OffSpring SubClassOf Parent, True
OffSpring SubClassOf Brother and Child and Father and Female and Parent and Person and Son and Thing, True
OffSpring SubClassOf Daughter, True
OffSpring SubClassOf Brother and Child and Daughter and Father and Female and Parent and Person and Son and Thing, True
OffSpring SubClassOf Man, True
OffSpring SubClassOf Brother and Child and Daughter and Father and Female and Man and Parent and Person and Son and Thing, True
OffSpring SubClassOf Mother, True
OffSpring SubClassOf Brother and Child and Daughter and Father and Female and Man and Mother and Parent and Person and Son and Thing, True
OffSpring SubClassOf GrandParent, False
OffSpring SubClassOf Sex, True
OffSpring SubClassOf Brother and Child and Daughter and Father and Female and Man and Mother and Parent and Person and Sex and Son and Thing, True
OffSpring SubClassOf Sister, False
OffSpring SubClassOf Woman, True
OffSpring SubClassOf Brother and Child and Daughter and Father and Female and Man and Mother and Parent and Person and Sex and Son and Woman and Thing, True
OffSpring SubClassOf Male, True
OffSpring SubClassOf Brother and Child and Daughter and Father and Female and Male and Man and Mother and Parent and Person and Sex and Son and Woman and Thing, True
OffSpring SubClassOf Sibling, False
OffSpring SubClassOf GrandFather, False
Male and Mother SubClassOf Sister, False
hasSex some OffSpring SubClassOf GrandMother, True
Thing SubClassOf Thing and (hasSex some (Brother and Child and Daughter and Father and Female and GrandFather and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)), True
Thing and (hasSex some Brother) and (hasSex some (Child and Daughter and Father and Female and GrandFather and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)) SubClassOf Thing and (hasSex some (Brother and Child and Daughter and Father and Female and GrandFather and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)), True
Thing and (hasSex some (Brother and Child and Daughter and Father and Female and GrandFather and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)) SubClassOf Thing and (hasSex some (Brother and Child and Daughter and Father and Female and GrandFather and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)), True
Thing and (hasSex some (Child and Daughter and Father and Female and GrandFather and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)) SubClassOf GrandMother, True
Thing and (hasSex some (Daughter and Father and Female and GrandFather and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)) SubClassOf GrandMother, True
Thing and (hasSex some (Father and Female and GrandFather and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)) SubClassOf GrandMother, True
Thing and (hasSex some (Female and GrandFather and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)) SubClassOf GrandMother, True
Thing and (hasSex some (GrandFather and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)) SubClassOf GrandMother, True
Thing and (hasSex some (GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)) SubClassOf GrandMother, True
Thing and (hasSex some (GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)) SubClassOf GrandMother, False
Thing and (hasSex some (GrandMother and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)) SubClassOf GrandMother, True
Thing and (hasSex some (GrandMother and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)) SubClassOf GrandMother, True
Thing and (hasSex some (GrandMother and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)) SubClassOf GrandMother, True
Thing and (hasSex some (GrandMother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)) SubClassOf GrandMother, True
Thing and (hasSex some (GrandMother and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)) SubClassOf GrandMother, True
Thing and (hasSex some (GrandMother and Person and Sex and Sibling and Sister and Son and Woman and Thing)) SubClassOf GrandMother, True
Thing and (hasSex some (GrandMother and Sex and Sibling and Sister and Son and Woman and Thing)) SubClassOf GrandMother, True
Thing and (hasSex some (GrandMother and Sibling and Sister and Son and Woman and Thing)) SubClassOf GrandMother, True
Thing and (hasSex some (GrandMother and Sister and Son and Woman and Thing)) SubClassOf GrandMother, True
Thing and (hasSex some (GrandMother and Son and Woman and Thing)) SubClassOf GrandMother, True
Thing and (hasSex some (GrandMother and Woman and Thing)) SubClassOf GrandMother, True
Thing and (hasSex some (GrandMother and Thing)) SubClassOf GrandMother, True
Man and Woman SubClassOf Sister, False
Male SubClassOf hasSibling some Mother, True
Male SubClassOf GrandMother, False
Male SubClassOf Son, True
Male SubClassOf Thing, True
Male SubClassOf Son and Thing, True
Male SubClassOf Female, False
Male SubClassOf Father, True
Male SubClassOf Father and Son and Thing, True
Male SubClassOf Child, True
Male SubClassOf Child and Father and Son and Thing, True
Male SubClassOf Person, True
Male SubClassOf Child and Father and Person and Son and Thing, True
Male SubClassOf Brother, True
Male SubClassOf Brother and Child and Father and Person and Son and Thing, True
Male SubClassOf Parent, True
Male SubClassOf Brother and Child and Father and Parent and Person and Son and Thing, True
Male SubClassOf Daughter, False
Male SubClassOf Man, True
Male SubClassOf Brother and Child and Father and Man and Parent and Person and Son and Thing, True
Male SubClassOf Mother, False
Male SubClassOf GrandParent, True
Male SubClassOf Brother and Child and Father and GrandParent and Man and Parent and Person and Son and Thing, True
Male SubClassOf Sex, True
Male SubClassOf Brother and Child and Father and GrandParent and Man and Parent and Person and Sex and Son and Thing, True
Male SubClassOf Sister, False
Male SubClassOf OffSpring, True
Male SubClassOf Brother and Child and Father and GrandParent and Man and OffSpring and Parent and Person and Sex and Son and Thing, True
Male SubClassOf Woman, True
Male SubClassOf Brother and Child and Father and GrandParent and Man and OffSpring and Parent and Person and Sex and Son and Woman and Thing, True
Male SubClassOf Sibling, False
Male SubClassOf GrandFather, True
Male SubClassOf Brother and Child and Father and GrandFather and GrandParent and Man and OffSpring and Parent and Person and Sex and Son and Woman and Thing, True
hasParent some Sister SubClassOf Sex, True
hasParent some Sister SubClassOf GrandMother, True
Sister SubClassOf GrandMother, True
Sister SubClassOf Thing, True
Sister SubClassOf GrandMother and Thing, True
Sister SubClassOf Son, True
Sister SubClassOf GrandMother and Son and Thing, True
Sister SubClassOf Female, True
Sister SubClassOf Female and GrandMother and Son and Thing, True
Sister SubClassOf Father, True
Sister SubClassOf Father and Female and GrandMother and Son and Thing, True
Sister SubClassOf Child, True
Sister SubClassOf Child and Father and Female and GrandMother and Son and Thing, Here are
Sister SubClassOf Person, True
Sister SubClassOf Father and Female and GrandMother and Person and Son and Thing, True
Sister SubClassOf Brother, True
Sister SubClassOf Brother and Father and Female and GrandMother and Person and Son and Thing, True
Sister SubClassOf Parent, True
Sister SubClassOf Brother and Father and Female and GrandMother and Parent and Person and Son and Thing, True
Sister SubClassOf Daughter, True
Sister SubClassOf Brother and Daughter and Father and Female and GrandMother and Parent and Person and Son and Thing, True
Sister SubClassOf Man, True
Sister SubClassOf Brother and Daughter and Father and Female and GrandMother and Man and Parent and Person and Son and Thing, True
Sister SubClassOf Mother, True
Sister SubClassOf Brother and Daughter and Father and Female and GrandMother and Man and Mother and Parent and Person and Son and Thing, True.
Sister SubClassOf GrandParent, True
Sister SubClassOf Brother and Daughter and Father and Female and GrandMother and GrandParent and Man and Mother and Parent and Person and Son and Thing, True.
Sister SubClassOf Sex, True
Sister SubClassOf Brother and Daughter and Father and Female and GrandMother and GrandParent and Man and Mother and Parent and Person and Sex and Son and Thing, True
Sister SubClassOf OffSpring, True
Sister SubClassOf Brother and Daughter and Father and Female and GrandMother and GrandParent and Man and Mother and OffSpring and Parent and Person and Sex and Son and Thing, True
Sister SubClassOf Woman, True
Sister SubClassOf Brother and Daughter and Father and Female and GrandMother and GrandParent and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing, True
Sister SubClassOf Male, False
Sister SubClassOf Sibling, True
Sister SubClassOf Brother and Daughter and Father and Female and GrandMother and GrandParent and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Son and Woman and Thing, True.
Sister SubClassOf GrandFather, True
Sister SubClassOf Brother and Daughter and Father and Female and GrandFather and GrandMother and GrandParent and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Son and Woman and Thing, True
Sister SubClassOf Brother and Child and Daughter and Father and Female and GrandFather and GrandMother and GrandParent and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Son and Woman and Thing, True
Son SubClassOf hasParent some Brother, True
GrandMother SubClassOf hasParent some Brother, False
Thing SubClassOf hasParent some Brother, True
Thing and (hasParent some Brother) SubClassOf Thing and (hasParent some Brother), True
GrandMother SubClassOf Brother, False
Thing SubClassOf Brother, True
Thing SubClassOf GrandMother, False
Thing SubClassOf Son, True
Thing SubClassOf Brother and Son, True
Thing SubClassOf Female, True
Thing SubClassOf Brother and Female and Son, True
Thing SubClassOf Father, True
Thing SubClassOf Brother and Father and Female and Son, True
Thing SubClassOf Child, True
Thing SubClassOf Brother and Child and Father and Female and Son, True
Thing SubClassOf Person, True
Thing SubClassOf Brother and Child and Father and Female and Person and Son, True
Thing SubClassOf Parent, True
Thing SubClassOf Brother and Child and Father and Female and Parent and Person and Son, True
Thing SubClassOf Daughter, True
Thing SubClassOf Brother and Child and Daughter and Father and Female and Parent and Person and Son, True
Thing SubClassOf Man, True
Thing SubClassOf Brother and Child and Daughter and Father and Female and Man and Parent and Person and Son, True
Thing SubClassOf Mother, True
Thing SubClassOf Brother and Child and Daughter and Father and Female and Man and Mother and Parent and Person and Son, True
Thing SubClassOf GrandParent, True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandParent and Man and Mother and Parent and Person and Son, True
Thing SubClassOf Sex, True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandParent and Man and Mother and Parent and Person and Sex and Son, True
Thing SubClassOf Sister, True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandParent and Man and Mother and Parent and Person and Sex and Sister and Son, True
Thing SubClassOf OffSpring, True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandParent and Man and Mother and OffSpring and Parent and Person and Sex and Sister and Son, True
Thing SubClassOf Woman, True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandParent and Man and Mother and OffSpring and Parent and Person and Sex and Sister and Son and Woman, True
Thing SubClassOf Male, True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sister and Son and Woman, True
Thing SubClassOf Sibling, True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman, True
Thing SubClassOf GrandFather, False
Child SubClassOf hasSex some Sister, False
Parent SubClassOf hasChild some Sister, True
GrandMother SubClassOf hasChild some Sister, False
Thing SubClassOf hasChild some Sister, True
GrandMother and (hasChild some Sister) SubClassOf GrandMother and (hasChild some Sister), True
Thing SubClassOf GrandMother and Son and (hasChild some Sister), True
Thing SubClassOf Female and GrandMother and Son and (hasChild some Sister), True
Thing SubClassOf Father and Female and GrandMother and Son and (hasChild some Sister), True
Thing SubClassOf Child and Father and Female and GrandMother and Son and (hasChild some Sister), True
Thing SubClassOf Child and Father and Female and GrandMother and Person and Son and (hasChild some Sister), True
Thing SubClassOf Brother and Child and Father and Female and GrandMother and Person and Son and (hasChild some Sister), True
Thing SubClassOf Brother and Child and Father and Female and GrandMother and Parent and Person and Son and (hasChild some Sister), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and Parent and Person and Son and (hasChild some Sister), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and Man and Parent and Person and Son and (hasChild some Sister), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and Man and Mother and Parent and Person and Son and (hasChild some Sister), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Man and Mother and Parent and Person and Son and (hasChild some Sister), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Man and Mother and Parent and Person and Sex and Son and (hasChild some Sister), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Man and Mother and Parent and Person and Sex and Sister and Son and (hasChild some Sister), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Man and Mother and OffSpring and Parent and Person and Sex and Sister and Son and (hasChild some Sister), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Man and Mother and OffSpring and Parent and Person and Sex and Sister and Son and Woman and (hasChild some Sister), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sister and Son and Woman and (hasChild some Sister), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and (hasChild some Sister), True
Thing SubClassOf Thing, True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and (hasChild some (Sister and Thing)), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and (hasChild some (Sister and Son and Thing)), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and (hasChild some (Female and Sister and Son and Thing)), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and (hasChild some (Father and Female and Sister and Son and Thing)), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and (hasChild some (Child and Father and Female and Sister and Son and Thing)), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and (hasChild some (Child and Father and Female and Person and Sister and Son and Thing)), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and (hasChild some (Brother and Child and Father and Female and Person and Sister and Son and Thing)), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and (hasChild some (Brother and Child and Father and Female and Parent and Person and Sister and Son and Thing)), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and (hasChild some (Brother and Child and Daughter and Father and Female and Parent and Person and Sister and Son and Thing)), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and (hasChild some (Brother and Child and Daughter and Father and Female and Man and Parent and Person and Sister and Son and Thing)), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and (hasChild some (Brother and Child and Daughter and Father and Female and Man and Mother and Parent and Person and Sister and Son and Thing)), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and (hasChild some (Brother and Child and Daughter and Father and Female and GrandParent and Man and Mother and Parent and Person and Sister and Son and Thing)), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and (hasChild some (Brother and Child and Daughter and Father and Female and GrandParent and Man and Mother and Parent and Person and Sex and Sister and Son and Thing)), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and (hasChild some (Brother and Child and Daughter and Father and Female and GrandParent and Man and Mother and OffSpring and Parent and Person and Sex and Sister and Son and Thing)), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and (hasChild some (Brother and Child and Daughter and Father and Female and GrandParent and Man and Mother and OffSpring and Parent and Person and Sex and Sister and Son and Woman and Thing)), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and (hasChild some (Brother and Child and Daughter and Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sister and Son and Woman and Thing)), True
Thing SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and (hasChild some (Brother and Child and Daughter and Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)), True
Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing and (hasChild some (Brother and Child and Daughter and Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)) SubClassOf Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing and (hasChild some (Brother and Child and Daughter and Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)), True
Brother and Child and Daughter and Father and Female and GrandFather and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing and (hasChild some (Brother and Child and Daughter and Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)) SubClassOf Brother and Child and Daughter and Father and Female and GrandFather and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing and (hasChild some (Brother and Child and Daughter and Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)), True
Brother and Child and Daughter and Father and Female and GrandFather and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing and (hasChild some (Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)) SubClassOf Brother and Child and Daughter and Father and Female and GrandFather and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing and (hasChild some (Brother and Child and Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Sibling and Sister and Son and Woman and Thing)), True
Sex SubClassOf hasSibling some Man, True
GrandMother SubClassOf hasSibling some Man, True
GrandMother and (hasSibling some Man) SubClassOf GrandMother and (hasSibling some Man), True
GrandMother SubClassOf Thing, True
GrandMother SubClassOf GrandMother and Thing and (hasSibling some Man), True
GrandMother SubClassOf Son, False
GrandMother SubClassOf Female, True
GrandMother SubClassOf Female and GrandMother and Thing and (hasSibling some Man), False
GrandMother SubClassOf Father, False
